Rank,Region Operation,State,Locid,City,Airport Name,S/L,Hub,CY 17 Enplanements,CY 16 Enplanements,% Change
619,Great Lakes,Illinois,PWK,Wheeling,Chicago Executive,GA,None,1394,308,352.60%
772,Great Lakes,Illinois,DPA,DuPage (County),Dupage,GA,None,255,124,105.65%
773,Great Lakes,Illinois,GBG,Galesburg,Galesburg Municipal,GA,None,250,1215,-79.42%
788,Great Lakes,Illinois,MTO,Mattoon,Coles County Memorial,GA,None,172,0,0.00%
832,Great Lakes,Illinois,MQB,Macomb,Macomb Municipal,GA,None,100,66,51.52%
837,Great Lakes,Illinois,RSV,Robinson,Crawford Co,GA,None,92,98,-6.12%
870,Great Lakes,Illinois,I63,Mount Sterling,Mount Sterling Municipal,GA,None,59,76,-22.37%
872,Great Lakes,Illinois,UGN,Waukegan,Waukegan National,GA,None,59,67,-11.94%
935,Great Lakes,Illinois,LOT,Romeo (RR name for Romeoville),Lewis University,GA,None,31,21,47.62%
943,Great Lakes,Illinois,DKB,De Kalb,De Kalb Taylor Municipal,GA,None,29,28,3.57%
967,Great Lakes,Illinois,MDH,Carbondale,Southern Illinois,GA,None,24,291,-91.75%
1056,Great Lakes,Illinois,IKK,Kankakee,Greater Kankakee,GA,None,12,4,200.00%
1099,Great Lakes,Illinois,ARR,Aurora,Aurora Municipal,GA,None,8,0,0.00%
46,Great Lakes,Indiana,IND,Indianapolis,Indianapolis International,P,M,4343722,4216766,3.01%
144,Great Lakes,Indiana,FWA,Fort Wayne,Fort Wayne International,P,N,359658,360369,-0.20%
159,Great Lakes,Indiana,SBN,South Bend,South Bend International,P,N,307471,329957,-6.81%
181,Great Lakes,Indiana,EVV,Evansville,Evansville Regional,P,N,213205,204352,4.33%
504,Great Lakes,Indiana,LAF,Lafayette,Purdue University,GA,None,3778,3084,22.50%
552,Great Lakes,Indiana,BMG,Bloomington,Monroe County,GA,None,2566,2139,19.96%
657,Great Lakes,Indiana,GYY,Gary,Gary/Chicago International,GA,None,909,889,2.25%
735,Great Lakes,Indiana,HUF,Terre Haute,Terre Haute Regional,GA,None,377,501,-24.75%
785,Great Lakes,Indiana,MIE,Muncie,Delaware County Regional,GA,None,188,482,-61.00%
869,Great Lakes,Indiana,HNB,Huntingburg,Huntingburg,GA,None,59,6,883.33%
893,Great Lakes,Indiana,C62,Kendallville,Kendallville Municipal,GA,None,48,121,-60.33%
936,Great Lakes,Indiana,MQJ,McCordsville,Indianapolis Regional,GA,None,31,26,19.23%
1047,Great Lakes,Indiana,TYQ,Zionsville,Indianapolis Executive,GA,None,13,10,30.00%
1052,Great Lakes,Indiana,EKM,Elkhart,Elkhart Municipal,GA,None,12,15,-20.00%
1087,Great Lakes,Indiana,ASW,Warsaw,Warsaw Municipal,GA,None,9,0,0.00%
1106,Great Lakes,Indiana,OKK,Kokomo,Kokomo Municipal,GA,None,8,3,166.67%
1116,Great Lakes,Indiana,MZZ,Marion,Marion Municipal,GA,None,7,3,133.33%
1160,Great Lakes,Indiana,FRH,French Lick,French Lick Municipal,GA,None,5,0,0.00%
1289,Great Lakes,Indiana,GGP,Logansport,Logansport/Cass County,GA,None,2,2,0.00%
1312,Great Lakes,Indiana,RZL,Rensselaer,Jasper County,GA,None,2,0,0.00%
100,Central,Kansas,ICT,Wichita,Wichita Dwight D Eisenhower National,P,S,789533,781944,0.97%
259,Central,Kansas,MHK,Manhattan,Manhattan Regional,P,N,68791,63761,7.89%
323,Central,Kansas,GCK,Garden City,Garden City Regional,P,N,26687,26825,-0.51%
377,Central,Kansas,SLN,Salina,Salina Regional,P,N,13850,3967,249.13%
406,Central,Kansas,HYS,Hays,Hays Regional,CS,None,9460,8265,14.46%
473,Central,Kansas,FOE,Topeka,Topeka Regional,CS,None,4901,6051,-19.01%
646,Central,Kansas,DDC,Dodge City,Dodge City Regional,GA,None,1003,1793,-44.06%
650,Central,Kansas,LBL,Liberal,Liberal Mid-America Regional,GA,None,994,5212,-80.93%
779,Central,Kansas,IAB,Wichita,McConnell AFB,GA,None,216,0,0.00%
783,Central,Kansas,IXD,Olathe,New Century Aircenter,GA,None,190,15,1166.67%
871,Central,Kansas,LWC,Lawrence,Lawrence Municipal,GA,None,59,27,118.52%
999,Central,Kansas,AAO,Wichita,Colonel James Jabara,GA,None,18,49,-63.27%
1124,Central,Kansas,ADT,Atwood,Atwood-Rawlins County City-County,GA,None,6,0,0.00%
1202,Central,Kansas,PTS,Pittsburg,Atkinson Municipal,GA,None,4,0,0.00%
1206,Central,Kansas,SN33,Clay Center,Callaway Airpark,GA,None,4,0,0.00%
1278,Central,Kansas,CNU,Chanute,Chanute Martin Johnson,GA,None,2,0,0.00%
1354,Central,Kansas,MPR,McPherson,McPherson,GA,None,1,0,0.00%
49,Southern,Kentucky,CVG,Greater Cincinnati International Airport,Cincinnati/Northern Kentucky International,P,M,3791989,3269979,15.96%
73,Southern,Kentucky,SDF,Louisville,Louisville International-Standiford Field,P,S,1684738,1631494,3.26%
109,Southern,Kentucky,LEX,Lexington,Blue Grass,P,S,637301,638316,-0.16%
347,Southern,Kentucky,PAH,Paducah,Barkley Regional,P,N,20910,20266,3.18%
350,Southern,Kentucky,OWB,Owensboro,Owensboro-Daviess County Regional,P,N,19578,23537,-16.82%
593,Southern,Kentucky,BWG,Bowling Green,Bowling Green-Warren County Regional,GA,None,1778,2186,-18.66%
596,Southern,Kentucky,HOP,Fort Campbell,Campbell AAF (Fort Campbell),GA,None,1740,5124,-66.04%
1019,Southern,Kentucky,LOZ,London,London-Corbin Airport-Magee Field,GA,None,16,1,1500.00%
1026,Southern,Kentucky,EHR,Henderson,Henderson City-County,GA,None,15,0,0.00%
1258,Southern,Kentucky,27K,Georgetown,Georgetown-Scott County Regional,GA,None,2,0,0.00%
1274,Southern,Kentucky,CEY,Murray,Kyle-Oakley Field,GA,None,2,2,0.00%
1347,Southern,Kentucky,FFT,Frankfort,Capital City,GA,None,1,3,-66.67%
38,Southwest,Louisiana,MSY,Metairie,Louis Armstrong New Orleans International,P,M,6022318,5569705,8.13%
139,Southwest,Louisiana,BTR,Baton Rouge,"Baton Rouge Metropolitan, Ryan Field",P,N,377670,364200,3.70%
169,Southwest,Louisiana,SHV,Shreveport,Shreveport Regional,P,N,267646,270395,-1.02%
183,Southwest,Louisiana,LFT,Lafayette,Lafayette Regional/Paul Fournet Field,P,N,202640,206667,-1.95%
194,Southwest,Louisiana,AEX,Alexandria,Alexandria International,P,N,156145,129776,20.32%
229,Southwest,Louisiana,MLU,Monroe,Monroe Regional,P,N,103547,102342,1.18%
275,Southwest,Louisiana,LCH,Lake Charles,Lake Charles Regional,P,N,50899,53576,-5.00%
611,Southwest,Louisiana,BAD,Bossier City,Barksdale AFB,GA,None,1448,1503,-3.66%
753,Southwest,Louisiana,65LA,Belle Chasse,Southern Seaplane,GA,None,325,250,30.00%
767,Southwest,Louisiana,NEW,New Orleans,Lakefront,GA,None,266,81,228.40%
818,Southwest,Louisiana,L31,Covington,St Tammany Regional,GA,None,120,0,0.00%
835,Southwest,Louisiana,CWF,Lake Charles,Chennault International,GA,None,94,238,-60.50%
866,Southwest,Louisiana,HUM,Houma,Houma-Terrebonne,GA,None,62,58,6.90%
938,Southwest,Louisiana,ASD,Slidell,Slidell,GA,None,30,0,0.00%
964,Southwest,Louisiana,RSN,Ruston,Ruston Regional,GA,None,25,20,25.00%
989,Southwest,Louisiana,ARA,New Iberia,Acadiana Regional,GA,None,20,40,-50.00%
1082,Southwest,Louisiana,PTN,Patterson,Harry P Williams Memorial,GA,None,10,0,0.00%
1083,Southwest,Louisiana,REG,Gonzales,Louisiana Regional,GA,None,10,0,0.00%
1193,Southwest,Louisiana,HDC,Hammond,Hammond Northshore Regional,GA,None,4,4,0.00%
1209,Southwest,Louisiana,TVR,Tallulah,Vicksburg Tallulah Regional,GA,None,4,4,0.00%
16,New England,Massachusetts,BOS,Boston,General Edward Lawrence Logan International,P,L,18759742,17759044,5.63%
220,New England,Massachusetts,ACK,Nantucket,Nantucket Memorial,P,N,113009,126197,-10.45%
271,New England,Massachusetts,ORH,Worcester,Worcester Regional,P,N,53931,57800,-6.69%
278,New England,Massachusetts,MVY,Vineyard Haven,Martha's Vineyard,P,N,49767,54084,-7.98%
313,New England,Massachusetts,HYA,Hyannis,Barnstable Municipal-Boardman/Polando Field,P,N,29455,31027,-5.07%
395,New England,Massachusetts,BED,Bedford,Laurence G Hanscom Field,P,N,10956,15105,-27.47%
410,New England,Massachusetts,PVC,Provincetown,Provincetown Municipal,CS,None,8900,10074,-11.65%
446,New England,Massachusetts,EWB,New Bedford,New Bedford Regional,CS,None,5998,7022,-14.58%
633,New England,Massachusetts,BAF,Westfield,Westfield-Barnes Regional,GA,None,1209,729,65.84%
671,New England,Massachusetts,CEF,Chicopee,Westover ARB/Metropolitan,GA,None,804,1479,-45.64%
827,New England,Massachusetts,BVY,Beverly,Beverly Regional,GA,None,109,51,113.73%
905,New England,Massachusetts,OWD,Norwood,Norwood Memorial,GA,None,41,53,-22.64%
925,New England,Massachusetts,PYM,Plymouth,Plymouth Municipal,GA,None,34,10,240.00%
950,New England,Massachusetts,PSF,Pittsfield,Pittsfield Municipal,GA,None,28,41,-31.71%
962,New England,Massachusetts,CQX,Chatham,Chatham Municipal,GA,None,25,74,-66.22%
981,New England,Massachusetts,1B2,Edgartown,Katama Airpark,GA,None,21,0,0.00%
1008,New England,Massachusetts,LWM,Lawrence,Lawrence Municipal,GA,None,17,13,30.77%
1023,New England,Massachusetts,AQW,North Adams,Harriman-And-West,GA,None,15,15,0.00%
1078,New England,Massachusetts,GHG,Marshfield,Marshfield Municipal - George Harlow Field,GA,None,10,2,400.00%
1254,New England,Massachusetts,0B5,Montague,Turners Falls,GA,None,2,32,-93.75%
22,Eastern,Maryland,BWI,Glen Burnie,Baltimore/Washington International Thurgood Marshall,P,L,12976554,12340972,5.15%
268,Eastern,Maryland,SBY,Salisbury,Salisbury-Ocean City Wicomico Regional,P,N,57421,58695,-2.17%
326,Eastern,Maryland,HGR,Hagerstown,Hagerstown Regional-Richard A Henson Field,P,N,25584,27274,-6.20%
496,Eastern,Maryland,ADW,Camp Springs,Joint Base Andrews,GA,None,3903,3038,28.47%
823,Eastern,Maryland,NHK,Patuxent River Naval Air Test Center,Patuxent River NAS/Trapnell Field/,GA,None,111,53,109.43%
896,Eastern,Maryland,FDK,Frederick,Frederick Municipal,GA,None,44,1,4300.00%
916,Eastern,Maryland,MTN,Middle River,Martin State,GA,None,38,133,-71.43%
918,Eastern,Maryland,GAI,Gaithersburg,Montgomery County Airpark,GA,None,37,56,-33.93%
952,Eastern,Maryland,ESN,Easton,Easton/Newnam Field,GA,None,27,11,145.45%
1125,Eastern,Maryland,ANP,Annapolis,Lee,GA,None,6,0,0.00%
1185,Eastern,Maryland,DMW,Westminster,Carroll County Regional/Jack B Poage Field,GA,None,4,19,-78.95%
1239,Eastern,Maryland,OXB,Ocean City,Ocean City Municipal,GA,None,3,2,50.00%
1261,Eastern,Maryland,2W6,Leonardtown,St Mary's County Regional,GA,None,2,2,0.00%
1324,Eastern,Maryland,W29,Stevensville,Bay Bridge,GA,None,2,0,0.00%
96,New England,Maine,PWM,Portland,Portland International Jetport,P,S,925903,886343,4.46%
160,New England,Maine,BGR,Bangor,Bangor International,P,N,302224,269013,12.35%
368,New England,Maine,RKD,Rockland,Knox County Regional,P,N,16092,16206,-0.70%
383,New England,Maine,PQI,Presque Isle,Northern Maine Regional Airport at Presque Isle,P,N,12735,12526,1.67%
405,New England,Maine,BHB,Bar Harbor,Hancock County-Bar Harbor,CS,None,9509,10094,-5.80%
460,New England,Maine,AUG,Augusta,Augusta State,CS,None,5435,5128,5.99%
531,New England,Maine,70B,Millinocket,Millinocket,GA,None,3000,3000,0.00%
739,New England,Maine,93B,Stonington,Stonington Municipal,GA,None,370,380,-2.63%
759,New England,Maine,57B,Islesboro,Islesboro,GA,None,287,306,-6.21%
847,New England,Maine,IZG,Fryeburg,Eastern Slopes Regional,GA,None,73,34,114.71%
897,New England,Maine,LEW,Auburn,Auburn/Lewiston Municipal,GA,None,44,32,37.50%
899,New England,Maine,BST,Belfast,Belfast Municipal,GA,None,43,108,-60.19%
929,New England,Maine,BXM,Brunswick,Brunswick Executive,GA,None,32,21,52.38%
1175,New England,Maine,WVL,Waterville,Waterville Robert Lafleur,GA,None,5,13,-61.54%
1176,New England,Maine,0B1,Bethel,Bethel Regional,GA,None,4,27,-85.19%
1205,New England,Maine,SFM,Sanford,Sanford Seacoast Regional,GA,None,4,20,-80.00%
1265,New England,Maine,8B0,Rangeley,Steven A Bean Municipal,GA,None,2,2,0.00%
1296,New England,Maine,IWI,Wiscasset,Wiscasset,GA,None,2,10,-80.00%
18,Great Lakes,Michigan,DTW,Detroit,Detroit Metropolitan Wayne County,P,L,17036092,16847135,1.12%
79,Great Lakes,Michigan,GRR,Grand Rapids,Gerald R Ford International,P,S,1412132,1334979,5.78%
136,Great Lakes,Michigan,FNT,Flint,Bishop International,P,N,393549,398508,-1.24%
175,Great Lakes,Michigan,TVC,Traverse City,Cherry Capital,P,N,235137,223924,5.01%
187,Great Lakes,Michigan,LAN,Clinton (Township of),Capital Region International,P,N,196617,161863,21.47%
203,Great Lakes,Michigan,AZO,Kalamazoo,Kalamazoo/Battle Creek International,P,N,146314,154242,-5.14%
223,Great Lakes,Michigan,MBS,Saginaw,MBS International,P,N,110964,122469,-9.39%
274,Great Lakes,Michigan,SAW,Gwinn,Sawyer International,P,N,50938,45462,12.05%
328,Great Lakes,Michigan,CMX,Hancock,Houghton County Memorial,P,N,24843,25439,-2.34%
330,Great Lakes,Michigan,PLN,Pellston,Pellston Regional Airport of Emmet County,P,N,23961,25497,-6.02%
339,Great Lakes,Michigan,CIU,Sault Ste. Marie,Chippewa County International,P,N,22261,20974,6.14%
360,Great Lakes,Michigan,IMT,Iron Mountain,Ford,P,N,17707,12604,40.49%
364,Great Lakes,Michigan,MKG,Muskegon,Muskegon County,P,N,17007,18165,-6.37%
365,Great Lakes,Michigan,ESC,Escanaba,Delta County,P,N,16781,16822,-0.24%
391,Great Lakes,Michigan,APN,Alpena,Alpena County Regional,P,N,11317,10031,12.82%
412,Great Lakes,Michigan,MGN,Harbor Springs,Harbor Springs,GA,None,8500,8014,6.06%
429,Great Lakes,Michigan,MBL,Manistee,Manistee Co-Blacker,GA,None,7325,4243,72.64%
461,Great Lakes,Michigan,IWD,Ironwood,Gogebic-Iron County,CS,None,5348,5069,5.50%
523,Great Lakes,Michigan,PTK,Pontiac,Oakland County International,GA,None,3266,3409,-4.19%
532,Great Lakes,Michigan,MCD,Mackinac Island,Mackinac Island,GA,None,3000,2549,17.69%
535,Great Lakes,Michigan,YIP,Detroit,Willow Run,GA,None,2938,4093,-28.22%
648,Great Lakes,Michigan,VLL,Troy,Oakland/Troy,GA,None,1000,853,17.23%
655,Great Lakes,Michigan,GLR,Gaylord,Gaylord Regional,GA,None,925,975,-5.13%
677,Great Lakes,Michigan,CVX,Charlevoix,Charlevoix Municipal,GA,None,771,750,2.80%
678,Great Lakes,Michigan,DET,Detroit,Coleman A Young Municipal,GA,None,741,557,33.03%
730,Great Lakes,Michigan,MTC,Mount Clemens,Selfridge Angb,GA,None,397,0,0.00%
889,Great Lakes,Michigan,83D,St. Ignace,Mackinac County,GA,None,50,30,66.67%
890,Great Lakes,Michigan,ANJ,Sault Ste. Marie,Sault Ste Marie Municipal/Sanderson Field,GA,None,50,83,-39.76%
901,Great Lakes,Michigan,MOP,Mount Pleasant,Mount Pleasant Municipal,GA,None,43,8,437.50%
937,Great Lakes,Michigan,ADG,Adrian,Lenawee County,GA,None,30,0,0.00%
1030,Great Lakes,Michigan,PHN,Port Huron,St Clair County International,GA,None,15,9,66.67%
1115,Great Lakes,Michigan,JXN,Jackson,Jackson County-Reynolds Field,GA,None,7,4,75.00%
1126,Great Lakes,Michigan,ARB,Ann Arbor,Ann Arbor Municipal,GA,None,6,16,-62.50%
1163,Great Lakes,Michigan,ISQ,Manistique,Schoolcraft County,GA,None,5,3,66.67%
1224,Great Lakes,Michigan,BEH,Benton Harbor,Southwest Michigan Regional,GA,None,3,6,-50.00%
1232,Great Lakes,Michigan,HLM,Holland,Park Township,GA,None,3,4,-25.00%
1233,Great Lakes,Michigan,LDM,Ludington,Mason County,GA,None,3,5,-40.00%
1269,Great Lakes,Michigan,BIV,Holland,West Michigan Regional,GA,None,2,766,-99.74%
1336,Great Lakes,Michigan,BTL,Battle Creek,W K Kellogg,GA,None,1,1,0.00%
1338,Great Lakes,Michigan,CAD,Cadillac,Wexford County,GA,None,1,0,0.00%
17,Great Lakes,Minnesota,MSP,Minneapolis,Minneapolis-St Paul International/Wold-Chamberlain,P,L,18409704,18123844,1.58%
204,Great Lakes,Minnesota,RST,Rochester,Rochester International,P,N,143675,112864,27.30%
216,Great Lakes,Minnesota,DLH,Duluth,Duluth International,P,N,122726,124284,-1.25%
315,Great Lakes,Minnesota,BJI,Bemidji,Bemidji Regional,P,N,29038,25510,13.83%
341,Great Lakes,Minnesota,BRD,Brainerd,Brainerd Lakes Regional,P,N,21383,18328,16.67%
346,Great Lakes,Minnesota,STC,St. Cloud,St. Cloud Regional,P,N,20918,15615,33.96%
372,Great Lakes,Minnesota,HIB,Hibbing,Range Regional,P,N,15377,12654,21.52%
373,Great Lakes,Minnesota,INL,International Falls,Falls International-Einarson Field,P,N,15278,13831,10.46%
450,Great Lakes,Minnesota,TVF,Thief River Falls,Thief River Falls Regional,CS,None,5735,3524,62.74%
863,Great Lakes,Minnesota,STP,St. Paul,St Paul Downtown Holman Field,GA,None,63,68,-7.35%
902,Great Lakes,Minnesota,AXN,Alexandria,Chandler Field,GA,None,42,0,0.00%
963,Great Lakes,Minnesota,MML,Marshall,Southwest Minnesota Regional Marshall/Ryan Field,GA,None,25,0,0.00%
1003,Great Lakes,Minnesota,MKT,Mankato,Mankato Regional,GA,None,18,11,63.64%
1050,Great Lakes,Minnesota,DTL,Detroit Lakes,Detroit Lakes-Wething Field,GA,None,12,0,0.00%
1113,Great Lakes,Minnesota,FRM,Fairmont,Fairmont Municipal,GA,None,7,0,0.00%
1133,Great Lakes,Minnesota,EVM,Eveleth,Eveleth-Virginia Municipal,GA,None,6,8,-25.00%
1152,Great Lakes,Minnesota,BDH,Willmar,Willmar Municipal-John L Rice Field,GA,None,5,0,0.00%
1166,Great Lakes,Minnesota,LJF,Litchfield,Litchfield Municipal,GA,None,5,0,0.00%
1181,Great Lakes,Minnesota,BDE,Baudette,Baudette International,GA,None,4,0,0.00%
1187,Great Lakes,Minnesota,ELO,Ely,Ely Municipal,GA,None,4,7,-42.86%
1221,Great Lakes,Minnesota,AEL,Albert Lea,Albert Lea Municipal,GA,None,3,0,0.00%
1228,Great Lakes,Minnesota,FFM,Fergus Falls,Fergus Falls Municipal-Einar Mickelson Field,GA,None,3,0,0.00%
1256,Great Lakes,Minnesota,12Y,Le Sueur,Le Sueur Municipal,GA,None,2,0,0.00%
1276,Great Lakes,Minnesota,CKC,Grand Marais,Grand Marais/Cook County,GA,None,2,0,0.00%
1279,Great Lakes,Minnesota,COQ,Cloquet,Cloquet Carlton County,GA,None,2,0,0.00%
1285,Great Lakes,Minnesota,FCM,Minneapolis,Flying Cloud,GA,None,2,25,-92.00%
1309,Great Lakes,Minnesota,PQN,Pipestone,Pipestone Municipal,GA,None,2,0,0.00%
32,Central,Missouri,STL,St. Louis,St Louis Lambert International,P,M,7194745,6793076,5.91%
40,Central,Missouri,MCI,Kansas City,Kansas City International,P,M,5628581,5391557,4.40%
125,Central,Missouri,SGF,Springfield,Springfield-Branson National,P,S,483259,462126,4.57%
243,Central,Missouri,COU,Columbia,Columbia Regional,P,N,88650,65014,36.36%
302,Central,Missouri,JLN,Joplin,Joplin Regional,P,N,35498,27930,27.10%
408,Central,Missouri,TBN,Fort Leonard Wood (U.S. Army),Waynesville-St Robert Regional Forney Field,CS,None,9078,8108,11.96%
430,Central,Missouri,BBG,Branson,Branson,GA,None,7293,1601,355.53%
441,Central,Missouri,CGI,Scott City,Cape Girardeau Regional,CS,None,6321,5532,14.26%
465,Central,Missouri,IRK,Kirksville,Kirksville Regional,CS,None,5152,4733,8.85%
518,Central,Missouri,MKC,Kansas City,Charles B Wheeler Downtown,GA,None,3471,2907,19.40%
700,Central,Missouri,SZL,Knob Noster,Whiteman AFB,GA,None,592,307,92.83%
793,Central,Missouri,SUS,Chesterfield,Spirit of St. Louis,GA,None,168,181,-7.18%
928,Central,Missouri,AIZ,Kaiser,Lee C Fine Memorial,GA,None,32,58,-44.83%
979,Central,Missouri,HAE,Hannibal,Hannibal Regional,GA,None,22,19,15.79%
1038,Central,Missouri,JEF,Jefferson City,Jefferson City Memorial,GA,None,14,1,1300.00%
1201,Central,Missouri,POF,Poplar Bluff,Poplar Bluff Municipal,GA,None,4,0,0.00%
1303,Central,Missouri,NVD,Nevada,Nevada Municipal,GA,None,2,2,0.00%
1322,Central,Missouri,UNO,West Plains,West Plains Regional,GA,None,2,2,0.00%
105,Western Pacific,Northern Marina Islands,GSN,Saipan,Francisco C Ada/Saipan International,P,S,685642,430275,59.35%
303,Western Pacific,Northern Marina Islands,TNI,Tinian (Municipality),Tinian International,P,N,34910,38452,-9.21%
345,Western Pacific,Northern Marina Islands,GRO,Northern Islands (Municipality),Benjamin Taisacan Manglona International,P,N,21214,19178,10.62%
128,Southern,Mississippi,JAN,Jackson,Jackson-Medgar Wiley Evers International,P,S,462655,491464,-5.86%
155,Southern,Mississippi,GPT,Gulfport,Gulfport-Biloxi International,P,N,324611,305157,6.38%
292,Southern,Mississippi,GTR,Columbus,Golden Triangle Regional,P,N,41632,40823,1.98%
331,Southern,Mississippi,MEI,Meridian,Key Field,P,N,23923,26359,-9.24%
385,Southern,Mississippi,PIB,Moselle,Hattiesburg-Laurel Regional,P,N,11726,12367,-5.18%
387,Southern,Mississippi,TUP,Tupelo,Tupelo Regional,P,N,11441,7539,51.76%
455,Southern,Mississippi,GLH,Greenville,Greenville Mid-Delta,CS,None,5646,4986,13.24%
800,Southern,Mississippi,UOX,Oxford,University-Oxford,GA,None,155,152,1.97%
822,Southern,Mississippi,STF,Starkville,George M Bryan,GA,None,112,56,100.00%
1028,Southern,Mississippi,MJD,Picayune,Picayune Municipal,GA,None,15,0,0.00%
1117,Southern,Mississippi,RNV,Cleveland,Cleveland Municipal,GA,None,7,0,0.00%
1194,Southern,Mississippi,HKS,Jackson,Hawkins Field,GA,None,4,4,0.00%
1308,Southern,Mississippi,PQL,Pascagoula,Trent Lott International,GA,None,2,3,-33.33%
1323,Southern,Mississippi,VKS,Vicksburg,Vicksburg Municipal,GA,None,2,2,0.00%
1339,Southern,Mississippi,CKM,Clarksdale,Fletcher Field,GA,None,1,0,0.00%
112,Northwest Mountain,Montana,BZN,Bozeman,Bozeman Yellowstone International,P,S,598712,553245,8.22%
134,Northwest Mountain,Montana,BIL,Billings,Billings Logan International,P,N,415093,423213,-1.92%
138,Northwest Mountain,Montana,MSO,Missoula,Missoula International,P,N,387976,381582,1.68%
168,Northwest Mountain,Montana,GPI,Kalispell,Glacier Park International,P,N,272279,247816,9.87%
192,Northwest Mountain,Montana,GTF,Great Falls,Great Falls International,P,N,171049,176730,-3.21%
225,Northwest Mountain,Montana,HLN,Helena,Helena Regional,P,N,103773,103239,0.52%
318,Northwest Mountain,Montana,BTM,Butte,Bert Mooney,P,N,27703,25890,7.00%
411,Northwest Mountain,Montana,WYS,West Yellowstone,Yellowstone,P,N,8786,8525,3.06%
413,Northwest Mountain,Montana,SDY,Sidney,Sidney-Richland Regional,CS,None,8429,8065,4.51%
503,Northwest Mountain,Montana,OLF,Wolf Point,L M Clayton,CS,None,3804,3439,10.61%
513,Northwest Mountain,Montana,GGW,Glasgow,Wokal Field/Glasgow International,CS,None,3517,3251,8.18%
542,Northwest Mountain,Montana,HVR,Havre,Havre City-County,CS,None,2716,2323,16.92%
573,Northwest Mountain,Montana,GDV,Glendive,Dawson Community,GA,None,2229,2639,-15.54%
851,Northwest Mountain,Montana,S59,Libby,Libby,GA,None,70,31,125.81%
1074,Northwest Mountain,Montana,9S4,Superior,Mineral County,GA,None,10,0,0.00%
1217,Northwest Mountain,Montana,88M,Eureka,Eureka,GA,None,3,2,50.00%
1234,Northwest Mountain,Montana,LWT,Lewistown,Lewistown Municipal,GA,None,3,2,50.00%
1313,Northwest Mountain,Montana,SBX,Shelby,Shelby,GA,None,2,2,0.00%
1328,Northwest Mountain,Montana,57S,Troy,Troy,GA,None,1,0,0.00%
1353,Northwest Mountain,Montana,MLS,Miles City,Frank Wiley Field,GA,None,1,0,0.00%
1358,Northwest Mountain,Montana,THM,Thompson Falls,Thompson Falls,GA,None,1,2,-50.00%
10,Southern,North Carolina,CLT,Charlotte,Charlotte/Douglas International,P,L,22011251,21511880,2.32%
39,Southern,North Carolina,RDU,Raleigh,Raleigh-Durham International,P,M,5692659,5401714,5.39%
97,Southern,North Carolina,GSO,Greensboro,Piedmont Triad International,P,S,881024,848261,3.86%
127,Southern,North Carolina,AVL,Asheville,Asheville Regional,P,S,478061,416939,14.66%
132,Southern,North Carolina,ILM,Wilmington,Wilmington International,P,N,422553,413185,2.27%
174,Southern,North Carolina,FAY,Fayetteville,Fayetteville Regional/Grannis Field,P,N,238568,224541,6.25%
195,Southern,North Carolina,OAJ,Jacksonville,Albert J Ellis,P,N,155342,149987,3.57%
212,Southern,North Carolina,JQF,Concord,Concord Regional,P,N,129034,90338,42.83%
222,Southern,North Carolina,EWN,New Bern,Coastal Carolina Regional,P,N,111147,106110,4.75%
272,Southern,North Carolina,PGV,Greenville,Pitt-Greenville,P,N,51966,47457,9.50%
380,Southern,North Carolina,92NC,Morganton,Grace Hospital,GA,None,12920,17122,-24.54%
414,Southern,North Carolina,POB,Fayetteville,Pope AAF,GA,None,8418,5583,50.78%
676,Southern,North Carolina,ECG,Elizabeth City,Elizabeth City CG Air Station/Regional,GA,None,787,529,48.77%
681,Southern,North Carolina,RWI,Rocky Mount,Rocky Mount-Wilson Regional,GA,None,726,701,3.57%
695,Southern,North Carolina,HKY,Hickory,Hickory Regional,GA,None,611,889,-31.27%
697,Southern,North Carolina,INT,Winston-Salem,Smith Reynolds,GA,None,608,930,-34.62%
701,Southern,North Carolina,GSB,Goldsboro,Seymour Johnson AFB,GA,None,588,551,6.72%
756,Southern,North Carolina,ISO,Kinston,Kinston Regional Jetport at Stallings Field,GA,None,308,1114,-72.35%
956,Southern,North Carolina,MQI,Manteo,Dare County Regional,GA,None,27,11,145.45%
969,Southern,North Carolina,VUJ,Albemarle,Stanly County,GA,None,24,0,0.00%
993,Southern,North Carolina,HSE,Hatteras,Billy Mitchell,GA,None,19,0,0.00%
1118,Southern,North Carolina,SUT,Southport,Cape Fear Regional Jetport/Howie Franklin Field,GA,None,7,4,75.00%
1142,Southern,North Carolina,OCW,Washington,Washington-Warren,GA,None,6,0,0.00%
1173,Southern,North Carolina,SOP,Pinehurst/Southern Pines,Moore County,GA,None,5,7,-28.57%
1186,Southern,North Carolina,EDE,Edenton,Northeastern Regional,GA,None,4,0,0.00%
1283,Southern,North Carolina,EXX,Lexington,Davidson County,GA,None,2,2,0.00%
1318,Southern,North Carolina,SVH,Statesville,Statesville Regional,GA,None,2,4,-50.00%
1340,Southern,North Carolina,CPC,Whiteville,Columbus County Municipal,GA,None,1,0,0.00%
1344,Southern,North Carolina,EQY,Monroe,Charlotte-Monroe Executive,GA,None,1,4,-75.00%
135,Great Lakes,North Dakota,FAR,Fargo,Hector International,P,N,404937,402976,0.49%
166,Great Lakes,North Dakota,BIS,Bismarck,Bismarck Municipal,P,N,275098,273980,0.41%
